id,jurisdiction_type_x,rechtbank,gerechtshof,appeal,crime_location,verdict_date_year,verdict_date_month,crime_date_month,crime_date_year,age,minor,criminal_organization,drug_type,jurisdiction_type_y,jeugdstrafrecht
ECLI-NL-RBROT-2022-6547,['Strafrecht'],rotterdam,,0,,2022,jul,mar,2022,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBLEE-2012-BX6418,['Strafrecht'],leeuwarden,,0,,2012,sep,apr,2011,,0,1,"['cocaine', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBZWB-2021-5258,['Strafrecht'],zeeland-west-brabant,,0,,2021,oct,jul,2021,,0,1,"['heroine', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBMNE-2019-5259,['Strafrecht'],midden-nederland,,0,emmeloord,2019,nov,mar,2019,,0,1,"['heroine', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBGEL-2018-4642,['Strafrecht'],gelderland,,0,vaassen,2018,oct,jul,2018,,0,0,"['ghb', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBMNE-2014-2875,['Strafrecht'],midden-nederland,,0,,2014,jul,mar,2014,,0,0,"['hasjiesj', 'mdma', 'hennep', 'xtc']",,0
ECLI-NL-RBROT-2022-6513,['Strafrecht'],rotterdam,,0,,2022,jul,mar,2022,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBZWB-2021-5050,['Strafrecht'],zeeland-west-brabant,,0,,2021,oct,mar,2021,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBNNE-2018-5329,['Strafrecht'],noord-nederland,,0,groningen,2018,dec,aug,2018,,0,0,['cocaine'],,0
ECLI-NL-RBZWB-2021-7073,['Strafrecht'],zeeland-west-brabant,,0,,2021,nov,feb,2020,23.0,0,0,['heroine'],,0
ECLI-NL-RBZWB-2021-2078,['Strafrecht'],zeeland-west-brabant,,0,,2021,apr,may,2016,,0,0,['cocaine'],,0
ECLI-NL-RBAMS-2018-7661,['Strafrecht'],amsterdam,,0,amsterdam,2018,oct,jul,2018,21.0,0,0,['cocaine'],,0
ECLI-NL-RBMNE-2018-1416,['Strafrecht'],midden-nederland,,0,,2018,apr,aug,2017,,0,1,"['mdma', 'amfetamines/metamfetamines', 'heroine']",,0
ECLI-NL-RBBRE-2006-AZ1238,['Strafrecht'],breda,,0,,2006,oct,jan,2005,,0,0,"['hennep', 'methanol', 'mdma', 'aceton', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBMAA-2010-BN0621,['Strafrecht'],maastricht,’s-hertogenbosch,1,,2010,may,jan,2010,,0,0,"['diacetylmorfine', 'heroine']",,0
ECLI-NL-RBAMS-2022-6814,['Strafrecht'],amsterdam,,0,,2022,nov,dec,2021,,0,1,"['hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBHAA-2011-BP4480,['Strafrecht'],haarlem,,0,,2011,feb,oct,2009,,0,0,['cocaine'],,0
ECLI-NL-RBOVE-2020-1559,['Strafrecht'],overijssel,,0,,2020,apr,oct,2018,,0,0,"['heroine', 'methanol', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', '4-mmc', 'xtc', 'cocaine', 'ketamine']",,0
ECLI-NL-RBASS-2012-BW9384,['Strafrecht'],assen,,0,,2012,jun,aug,2011,,0,0,"['methanol', 'mdma', 'aceton', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBZWB-2022-4593,['Strafrecht'],zeeland-west-brabant,,0,,2022,aug,jun,2021,23.0,0,0,['cocaine'],,0
ECLI-NL-GHARL-2021-8710,['Strafrecht'],noord-nederland,arnhem-leeuwarden,1,,2021,sep,aug,2019,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBAMS-2022-1568,['Strafrecht'],amsterdam,,0,amsterdam,2022,mar,nov,2021,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBNHO-2013-13004,['Strafrecht'],noord-holland,arnhem,1,,2013,dec,nov,2013,,0,0,"['cocaine', 'hasjiesj']",,0
ECLI-NL-RBMNE-2021-1571,['Strafrecht'],midden-nederland,amsterdam,1,,2021,apr,nov,2018,,0,1,"['hennep', 'mdma', 'aceton', 'hasjiesj', 'cocaine']",,0
ECLI-NL-GHSHE-2021-2454,['Strafrecht'],zeeland-west-brabant,‘s-hertogenbosch,1,,2021,jul,jul,2009,,0,1,"['pmk', 'hennep', 'mdma', 'bmk', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBZWB-2021-3610,['Strafrecht'],zeeland-west-brabant,,0,,2021,jul,mar,2019,,0,1,"['cocaine', 'hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBZUT-2011-BU7190,['Strafrecht'],zutphen,,0,,2011,dec,nov,2008,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBMNE-2019-5260,['Strafrecht'],midden-nederland,,0,,2019,nov,mar,2018,,0,1,"['hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBUTR-2009-BK3192,['Strafrecht'],utrecht,,0,,2009,oct,may,2009,,0,0,['cocaine'],,0
ECLI-NL-RBAMS-2019-4671,['Strafrecht'],amsterdam,,0,diemen,2019,jul,may,2018,20.0,0,0,"['cocaine', 'mdma', 'xtc']",['Strafrecht'],1
ECLI-NL-RBAMS-2014-7077,['Strafrecht'],amsterdam,,0,,2014,jul,jun,2014,,0,1,"['hennep', 'methanol', 'mdma', 'aceton', 'bmk', 'hasjiesj', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBDHA-2020-9111,['Strafrecht'],den haag,,0,leiden,2020,sep,apr,2020,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-GHARL-2021-6209,['Strafrecht'],noord-nederland,arnhem-leeuwarden,1,,2021,jun,jan,2012,,0,0,"['cocaine', 'hasjiesj', 'heroine']",,0
ECLI-NL-RBZWB-2021-3611,['Strafrecht'],zeeland-west-brabant,,0,,2021,jul,mar,2019,,0,1,"['cocaine', 'hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBMNE-2022-170,['Strafrecht'],midden-nederland,,0,,2022,jan,aug,2021,,0,0,"['cocaine', 'heroine']",['Strafrecht'],1
ECLI-NL-RBROE-2007-BB2534,['Strafrecht'],roermond,,0,,2007,aug,aug,2007,,0,0,['hasjiesj'],,0
ECLI-NL-RBOVE-2018-4962,['Strafrecht'],overijssel,,0,,2018,dec,aug,2016,,0,1,['cocaine'],,0
ECLI-NL-RBZLY-2008-BD6204,['Strafrecht'],zwolle,,0,,2008,jun,mar,2007,,0,0,"['ghb', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBZWB-2022-7763,['Strafrecht'],zeeland-west-brabant,,0,,2022,dec,jul,2022,21.0,0,0,"['cocaine', 'hasjiesj']",['Strafrecht'],1
ECLI-NL-RBGEL-2019-3679,['Strafrecht'],gelderland,,0,,2019,aug,may,2019,,0,0,['mdma'],,0
ECLI-NL-RBAMS-2021-6472,['Strafrecht; Materieel strafrecht'],amsterdam,,0,,2021,jul,jan,2021,,0,0,"['cocaine', 'mdma', 'heroine', 'xtc']",,0
ECLI-NL-OGHACMB-2019-226,['Strafrecht'],,,0,,2019,nov,feb,2019,,0,0,"['cocaine', 'hasjiesj', 'hennep']",,0
ECLI-NL-RBDHA-2020-12793,['Strafrecht'],den haag,,0,,2020,dec,feb,2019,,0,0,['amfetamines/metamfetamines'],,0
ECLI-NL-RBMNE-2021-145,['Strafrecht'],midden-nederland,,0,,2021,jan,sep,2018,,0,1,"['cocaine', 'hasjiesj', 'hennep']",,0
ECLI-NL-RBZLY-2009-BI2439,['Strafrecht'],zwolle,,0,,2009,apr,oct,2008,,0,0,"['hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBZWB-2021-3607,['Strafrecht'],zeeland-west-brabant,,0,,2021,jul,mar,2019,,0,1,"['cocaine', 'hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBZWB-2021-3612,['Strafrecht'],zeeland-west-brabant,,0,,2021,jul,apr,2019,,0,1,"['cocaine', 'hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBZUT-2010-BO9132,['Strafrecht'],zutphen,,0,,2010,dec,jan,2010,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBHAA-2012-BY7070,['Strafrecht'],haarlem,,0,,2012,dec,sep,2011,,0,1,"['hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-GHAMS-2002-AE0571,['Strafrecht'],,amsterdam,1,,2002,feb,may,2001,,0,0,['cocaine'],,0
ECLI-NL-RBDHA-2021-7037,['Strafrecht'],den haag,,0,,2021,jul,mar,2021,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBNNE-2015-1270,['Strafrecht'],noord-nederland,,0,,2015,jan,mar,2013,,0,0,"['cocaine', 'hasjiesj', 'heroine', 'hennep']",,0
ECLI-NL-RBGEL-2013-4804,['Strafrecht'],gelderland,,0,zutphen,2013,nov,may,2012,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBAMS-2011-BT6562,['Strafrecht'],amsterdam,,0,,2011,sep,jan,2008,,0,0,['cocaine'],,0
ECLI-NL-RBROT-2021-8754,['Strafrecht'],rotterdam,,0,,2021,jun,feb,2021,,0,0,['heroine'],,0
ECLI-NL-RBHAA-2004-AR7314,['Strafrecht'],haarlem,,0,,2004,nov,may,2003,,0,1,"['pmk', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBNNE-2021-2806,['Strafrecht'],noord-nederland,,0,,2021,jun,feb,2021,,0,0,"['ghb', 'hennep', '2c-b', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBAMS-2018-8911,['Strafrecht'],amsterdam,,0,,2018,dec,nov,2018,,0,0,"['cocaine', 'mdma', 'hennep', 'hasjiesj']",,0
ECLI-NL-RBGEL-2017-521,['Strafrecht'],gelderland,,0,doetinchem,2017,jan,jun,2016,,0,0,"['cocaine', 'ghb']",,0
ECLI-NL-RBROT-2018-11330,['Strafrecht'],rotterdam,,0,,2018,nov,jun,2015,,0,0,['cocaine'],,0
ECLI-NL-RBARN-2008-BE8945,['Strafrecht'],arnhem,,0,nijmegen,2008,aug,apr,2008,10.0,1,0,"['cocaine', 'diacetylmorfine', 'amfetamines/metamfetamines', 'heroine']",,0
ECLI-NL-RBROT-2019-8939,['Strafrecht'],rotterdam,,0,,2019,oct,may,2019,,0,0,"['cocaine', 'hasjiesj', 'hennep']",,0
ECLI-NL-RBAMS-2019-4661,['Strafrecht'],amsterdam,,0,diemen,2019,jul,may,2018,,0,0,"['cocaine', 'mdma', 'hennep', 'xtc']",,0
ECLI-NL-RBOVE-2021-3070,['Strafrecht'],overijssel,,0,,2021,aug,jul,2021,,0,0,"['cocaine', 'mdma', 'amfetamines/metamfetamines', 'ketamine']",,0
ECLI-NL-GHSHE-2020-1797,['Strafrecht'],oost-brabant,'s-hertogenbosch,1,,2020,jun,jan,2016,,0,0,"['mierenzuur', 'mdma', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBHAA-2011-BR1518,['Strafrecht'],haarlem,,0,,2011,apr,mar,2010,20.0,0,0,['cocaine'],,0
ECLI-NL-RBAMS-2022-1861,['Strafrecht'],amsterdam,,0,amsterdam,2022,apr,dec,2021,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'pmk', 'heroine']",,0
ECLI-NL-RBHAA-2002-AE0886,['Strafrecht'],haarlem,,0,,2002,mar,oct,2001,,0,1,"['cocaine', 'hasjiesj', 'hennep']",,0
ECLI-NL-RBNHO-2022-4509,['Strafrecht'],noord-holland,,0,heerhugowaard,2022,may,jun,2019,,0,1,"['heroine', 'hennep', 'mdma', 'xtc', 'cocaine']",,0
ECLI-NL-RBUTR-2011-BR0020,['Strafrecht'],utrecht,,0,,2011,jan,jul,2010,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-PHR-2014-471,['Strafrecht'],,‘s-hertogenbosch,1,,2014,mar,sep,1996,,0,0,['hennep'],,0
ECLI-NL-RBAMS-2018-2439,['Strafrecht'],amsterdam,,0,,2018,apr,jun,2017,,0,0,['cocaine'],,0
ECLI-NL-GHSHE-2020-1802,['Strafrecht'],oost-brabant,'s-hertogenbosch,1,,2020,jun,aug,2015,,0,0,"['mierenzuur', 'mdma', 'amfetamines/metamfetamines', 'methanol']",,0
ECLI-NL-RBAMS-2019-8590,['Strafrecht'],amsterdam,,0,,2019,oct,feb,2019,,0,0,['cocaine'],,0
ECLI-NL-RBMNE-2019-384,['Strafrecht'],midden-nederland,,0,,2019,feb,jun,2018,,0,1,"['hasjiesj', 'mdma', 'hennep']",,0
ECLI-NL-RBZLY-2009-BH9985,['Strafrecht'],zwolle,,0,,2009,mar,jan,2008,,0,0,"['cocaine', 'diacetylmorfine', 'heroine', 'hennep']",,0
ECLI-NL-RBUTR-2012-BV8920,['Strafrecht'],utrecht,,0,,2012,feb,apr,2011,,0,0,"['diacetylmorfine', 'heroine', 'mdma', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBNNE-2015-1267,['Strafrecht'],noord-nederland,,0,,2015,jan,mar,2013,,0,0,"['cocaine', 'hasjiesj', 'heroine', 'hennep']",,0
ECLI-NL-RBZLY-2011-BU5744,['Strafrecht'],zwolle,,0,,2011,oct,jul,2010,,0,0,"['cocaine', 'diacetylmorfine', 'heroine']",,0
ECLI-NL-OGEAC-2015-19,['Strafrecht'],,,0,,2015,oct,aug,2013,,0,0,['cocaine'],,0
ECLI-NL-RBMNE-2018-234,['Strafrecht'],midden-nederland,,0,,2018,jan,may,2016,,0,0,"['hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-HR-2012-BT1783,['Strafrecht'],punt,arnhem,1,,2012,jan,jan,2009,,0,0,"['cocaine', 'diacetylmorfine', 'heroine']",,0
ECLI-NL-RBOVE-2018-1897,['Strafrecht'],overijssel,,0,,2018,jun,jun,2012,,0,0,"['ghb', 'mdma', '2c-b', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBAMS-2017-3325,['Strafrecht'],amsterdam,,0,,2017,may,dec,2015,23.0,0,1,"['ghb', 'gbl', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBGEL-2020-6694,['Strafrecht'],gelderland,,0,winterswijk,2020,dec,feb,2020,21.0,0,0,"['hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBZLY-2010-BN7808,['Strafrecht'],zwolle,,0,,2010,sep,apr,2007,,0,0,"['mdma', 'amfetamines/metamfetamines', 'xtc', '2cb', 'mdea']",,0
ECLI-NL-RBROT-2017-5197,['Strafrecht'],rotterdam,,0,,2017,jul,sep,2015,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBOBR-2015-5530,['Strafrecht'],oost-brabant,,0,eindhoven,2015,sep,mar,2015,,0,0,['hasjiesj'],,0
ECLI-NL-RBUTR-2011-BT2438,['Strafrecht'],utrecht,,0,,2011,jun,dec,2010,,0,0,"['ghb', 'heroine', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBHAA-2008-BC9433,['Strafrecht'],haarlem,,0,,2008,apr,dec,2007,,0,0,['cocaine'],,0
ECLI-NL-GHARL-2021-7653,['Strafrecht'],midden-nederland,arnhem-leeuwarden,1,,2021,aug,jul,2020,19.0,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBZLY-2011-BR2005,['Strafrecht'],zwolle,,0,,2011,apr,feb,2010,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-GHSHE-2022-3845,['Strafrecht'],zeeland-west-brabant,'s-hertogenbosch,1,,2022,oct,feb,2019,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBAMS-2019-3718,['Strafrecht'],amsterdam,,0,,2019,apr,feb,2018,,0,0,"['cocaine', 'mdma', 'xtc', 'hasjiesj']",,0
ECLI-NL-RBZWB-2022-4891,['Strafrecht'],zeeland-west-brabant,,0,,2022,jul,mar,2022,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'hasjiesj']",,0
ECLI-NL-RBZWB-2021-3613,['Strafrecht'],zeeland-west-brabant,,0,,2021,jul,apr,2019,20.0,0,1,"['cocaine', 'hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBGEL-2016-5190,['Strafrecht'],gelderland,arnhem-leeuwarden,1,,2016,sep,nov,2014,,0,0,"['heroine', '2c-b', 'mdma', 'xtc', '2cb', 'cocaine']",,0
ECLI-NL-RBZLY-2010-BN7814,['Strafrecht'],zwolle,,0,,2010,sep,apr,2007,,0,0,"['mdma', 'amfetamines/metamfetamines', 'xtc', '2cb', 'mdea']",,0
ECLI-NL-RBAMS-2019-767,['Strafrecht'],amsterdam,,0,amsterdam,2019,feb,sep,2018,,0,0,"['mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBNHO-2021-5027,['Strafrecht'],noord-holland,,0,,2021,jun,aug,2020,,0,0,['cocaine'],,0
ECLI-NL-GHSHE-2020-809,['Strafrecht'],zeeland-west-brabant,'s-hertogenbosch,1,tilburg,2020,feb,jan,2018,,0,0,"['hennep', 'mdma', 'tenamfetamine', 'amfetamines/metamfetamines', 'xtc', '2cb', 'cocaine', 'mdea']",,0
ECLI-NL-RBROT-2009-BJ4391,['Strafrecht'],rotterdam,,0,,2009,jul,jun,2009,,0,0,"['lidocaïne', 'heroine', 'crack', 'coffeïne', 'cocaine', 'fenacetine', 'ketamine']",,0
ECLI-NL-RBARN-2009-BH4363,['Strafrecht'],arnhem,,0,,2009,mar,aug,2007,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBNHO-2020-3778,['Strafrecht'],noord-holland,,0,,2020,may,jan,2020,,0,0,['cocaine'],['Strafrecht'],1
ECLI-NL-RBAMS-2020-3687,['Strafrecht'],amsterdam,,0,,2020,jun,nov,2018,,0,0,"['cocaine', 'oxycodon', 'mdma']",,0
ECLI-NL-RBGEL-2022-3604,['Strafrecht'],gelderland,,0,,2022,jul,jan,2018,23.0,0,0,['cocaine'],,0
ECLI-NL-RBOVE-2020-1563,['Strafrecht'],overijssel,,0,,2020,apr,oct,2018,23.0,0,0,"['heroine', 'methanol', 'mdma', 'amfetamines/metamfetamines', '4-mmc', 'xtc', 'cocaine', 'ketamine']",,0
ECLI-NL-GHAMS-2022-1945,['Strafrecht'],amsterdam,amsterdam,1,amsterdam,2022,jul,mar,2020,,0,0,"['cocaine', 'mdma', 'xtc']",,0
ECLI-NL-GHARL-2021-7522,['Strafrecht'],noord-nederland,arnhem-leeuwarden,1,,2021,jul,may,2016,,0,0,"['cocaine', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBAMS-2019-5679,['Strafrecht; Materieel strafrecht'],amsterdam,,0,,2019,jul,jan,2016,,0,0,['cocaine'],,0
ECLI-NL-RBSHE-2009-BI9966,['Strafrecht'],'s-hertogenbosch,,0,,2009,jun,aug,2008,19.0,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBZLY-2010-BN2247,['Strafrecht'],zwolle,,0,,2010,jul,jul,2010,,0,1,['hennep'],,0
ECLI-NL-RBSHE-2009-BI9290,['Strafrecht'],'s-hertogenbosch,,0,,2009,jun,jun,2009,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'methadon', 'heroine']",,0
ECLI-NL-RBMNE-2021-2497,['Strafrecht; Materieel strafrecht'],midden-nederland,,0,,2021,jun,jul,2020,,0,0,"['cocaine', 'hasjiesj', 'hennep']",,0
ECLI-NL-RBROE-2007-BA0956,['Strafrecht'],roermond,,0,,2007,jan,mar,2006,,0,0,"['pmk', 'methanol', 'mdma', 'aceton', 'bmk', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines', 'xtc', 'mdea']",,0
ECLI-NL-RBAMS-2017-4269,['Strafrecht'],amsterdam,,0,,2017,jun,may,2017,,0,0,"['cocaine', 'heroine', 'hennep']",,0
ECLI-NL-RBGEL-2018-3537,['Strafrecht'],gelderland,,0,zevenaar,2018,aug,apr,2018,,0,0,"['mdma', 'tenamfetamine', 'amfetamines/metamfetamines', 'xtc', 'cocaine', 'mdea']",,0
ECLI-NL-RBNHO-2020-10486,['Strafrecht'],noord-holland,,0,castricum,2020,dec,jun,2020,,0,0,['hasjiesj'],['Strafrecht'],1
ECLI-NL-PHR-2015-2317,['Strafrecht'],gebezigde,amsterdam,1,amsterdam,2015,sep,sep,2012,,0,0,"['cocaine', 'mdma', 'heroine', 'xtc']",,0
ECLI-NL-RBLIM-2020-1094,['Strafrecht'],limburg,,0,,2020,feb,oct,2019,,0,0,['cocaine'],,0
ECLI-NL-GHAMS-2017-2307,['Strafrecht'],noord-holland,amsterdam,1,,2017,jun,feb,2016,23.0,0,0,['cocaine'],,0
ECLI-NL-RBMAA-2011-BT1775,['Strafrecht'],maastricht,’s-hertogenbosch.,1,,2011,sep,jun,2011,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBAMS-2018-8912,['Strafrecht'],amsterdam,,0,,2018,dec,nov,2018,,0,0,"['cocaine', 'mdma']",,0
ECLI-NL-RBAMS-2017-6313,['Strafrecht'],amsterdam,,0,,2017,aug,oct,2016,,0,0,"['ghb', 'heroine', 'hennep', '2c-b', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine', 'ketamine']",,0
ECLI-NL-RBMNE-2021-728,['Strafrecht'],midden-nederland,,0,vinkeveen,2021,feb,oct,2020,,0,0,"['cocaine', '2cb']",,0
ECLI-NL-RBBRE-2008-BC2886,['Strafrecht'],breda,,0,,2008,jan,aug,2007,,0,0,"['cocaine', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-GHSHE-2020-1778,['Strafrecht'],oost-brabant,'s-hertogenbosch,1,,2020,jun,sep,2015,,0,0,"['methanol', 'mdma', 'aceton', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines', 'mefedron']",,0
ECLI-NL-RBAMS-2021-925,['Strafrecht'],amsterdam,,0,amsterdam,2021,feb,nov,2020,,0,0,['cocaine'],,0
ECLI-NL-GHAMS-2022-564,['Strafrecht'],noord-holland,amsterdam,1,,2022,feb,jun,2016,,0,0,['cocaine'],,0
ECLI-NL-GHSHE-2013-BZ1928,['Strafrecht'],maastricht,'s-hertogenbosch,1,,2013,feb,mar,2011,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBDOR-2009-BH4920,['Strafrecht'],dordrecht,,0,,2009,mar,feb,2008,,0,0,['cocaine'],,0
ECLI-NL-RBDHA-2020-12653,['Strafrecht'],den haag,,0,,2020,dec,may,2020,,0,0,"['ghb', 'heroine', 'hennep', '2c-b', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'methadon', 'xtc', 'cocaine']",,0
ECLI-NL-RBGEL-2020-6015,['Strafrecht'],gelderland,,0,,2020,nov,oct,2020,,0,0,['heroine'],,0
ECLI-NL-RBLIM-2015-5088,['Strafrecht'],limburg,amsterdam.,1,,2015,jun,nov,2014,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBHAA-2010-BL7581,['Strafrecht'],haarlem,,0,,2010,mar,jan,2008,,0,1,"['hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBASS-2012-BW9387,['Strafrecht'],assen,,0,,2012,jun,aug,2011,,0,0,"['hennep', 'methanol', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBZUT-2012-BY1356,['Strafrecht'],zutphen,,0,wapenveld,2012,oct,may,2011,23.0,0,0,"['amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBNHO-2019-6302,['Strafrecht'],noord-holland,,0,,2019,jun,dec,2018,21.0,0,0,['cocaine'],,0
ECLI-NL-GHSHE-2013-3039,['Strafrecht'],'s-hertogenbosch,'s-hertogenbosch,1,,2013,jul,oct,2009,,0,1,"['pmk', 'methanol', 'mdma', 'aceton', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBGEL-2020-1165,['Strafrecht'],gelderland,,0,,2020,feb,jan,2016,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBROT-2019-3302,['Strafrecht'],rotterdam,,0,,2019,apr,aug,2018,,0,0,['cocaine'],,0
ECLI-NL-RBROT-2017-5194,['Strafrecht'],rotterdam,,0,,2017,jul,sep,2015,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBNNE-2017-1638,['Strafrecht'],noord-nederland,,0,sneek,2017,apr,feb,2016,17.0,1,0,"['mdma', 'amfetamines/metamfetamines', 'hennep', 'xtc']",,0
ECLI-NL-RBNNE-2021-4090,['Strafrecht'],noord-nederland,,0,,2021,sep,aug,2020,19.0,0,0,"['cocaine', 'amfetamines/metamfetamines', 'heroine', 'hennep']",,0
ECLI-NL-RBBRE-2011-BP4346,['Strafrecht'],breda,,0,,2011,feb,feb,2010,,0,0,"['mierenzuur', 'amfetamines/metamfetamines', 'bmk']",,0
ECLI-NL-RBZWB-2019-4782,['Strafrecht'],zeeland-west-brabant,,0,,2019,nov,jan,2017,,0,0,"['ghb', 'heroine', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-GHLEE-2010-BL0315,['Strafrecht'],groningen,leeuwarden,1,,2010,jan,jul,2005,,0,0,"['ghb', 'mdma', 'xtc']",,0
ECLI-NL-RBOVE-2015-4854,['Strafrecht'],overijssel,,0,,2015,oct,apr,2014,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBMNE-2018-1427,['Strafrecht'],midden-nederland,,0,,2018,apr,aug,2017,,0,1,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBUTR-2012-BV0091,['Strafrecht'],utrecht,’s-gravenhage,1,,2012,jan,dec,2011,,0,0,"['cocaine', 'mdma', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBLIM-2016-5428,['Strafrecht'],limburg,,0,,2016,jun,aug,2015,,0,0,"['ghb', 'psilocine', 'hennep', 'psilocybine', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', '2cb', 'cocaine', 'mefedron', 'ketamine']",,0
ECLI-NL-RBOVE-2021-2689,['Strafrecht'],overijssel,,0,,2021,jul,dec,2020,,0,0,['heroine'],,0
ECLI-NL-RBGEL-2022-6357,['Strafrecht'],gelderland,,0,arnhem,2022,nov,apr,2017,,0,0,"['heroine', 'hennep', '2c-b', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBAMS-2017-3320,['Strafrecht'],amsterdam,,0,,2017,may,dec,2015,,0,1,"['ghb', 'gbl', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBAMS-2020-4399,['Strafrecht'],amsterdam,,0,amsterdam,2020,sep,apr,2020,,0,0,['cocaine'],,0
ECLI-NL-RBROT-2017-2988,['Strafrecht'],rotterdam,,0,,2017,apr,jun,2016,,0,0,['cocaine'],,0
ECLI-NL-RBZWB-2022-7385,['Strafrecht'],zeeland-west-brabant,,0,,2022,dec,jun,2022,,0,1,"['heroine', 'coffeïne']",,0
