id,jurisdiction_type_x,rechtbank,gerechtshof,appeal,crime_location,verdict_date_year,verdict_date_month,crime_date_month,crime_date_year,age,minor,criminal_organization,drug_type,jurisdiction_type_y,jeugdstrafrecht
ECLI-NL-RBDHA-2019-9384,['Strafrecht'],den haag,,0,,2019,jun,apr,2019,18.0,0,0,"['cocaine', 'heroine']",['Strafrecht'],1
ECLI-NL-RBMNE-2014-7289,['Strafrecht; Materieel strafrecht'],midden-nederland,,0,,2014,apr,jan,2012,,0,0,"['krokodil', 'hennep', '2c-b', 'mdma', 'amfetamines/metamfetamines', 'methadon', 'xtc', 'mefedron']",,0
ECLI-NL-RBUTR-2008-BG6691,['Strafrecht'],utrecht,,0,,2008,sep,oct,2007,,0,0,"['cocaine', 'mdma', 'xtc']",,0
ECLI-NL-RBNNE-2013-1693,['Strafrecht'],noord-nederland,,0,,2013,feb,sep,2012,,0,0,"['cocaine', 'aceton']",,0
ECLI-NL-RBAMS-2015-3865,['Strafrecht'],amsterdam,,0,,2015,may,dec,2012,,0,0,"['cocaine', 'mdma']",,0
ECLI-NL-RBROT-2014-9162,['Strafrecht'],rotterdam,,0,,2014,sep,mar,2013,,0,0,"['cocaine', 'diacetylmorfine', 'heroine']",,0
ECLI-NL-RBNHO-2022-6623,['Strafrecht'],noord-holland,,0,,2022,jul,jul,2021,,0,0,"['hennep', 'mdma', 'crack', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-GHAMS-2016-1885,['Strafrecht'],noord-holland,amsterdam,1,,2016,may,jan,2012,,0,0,"['cocaine', 'hasjiesj', 'hennep']",,0
ECLI-NL-RBZWB-2015-6574,['Strafrecht'],zeeland-west-brabant,,0,,2015,oct,oct,2013,21.0,0,0,"['mdma', 'tenamfetamine', 'amfetamines/metamfetamines', 'xtc', 'cocaine', 'mdea']",,0
ECLI-NL-RBDHA-2015-1971,['Strafrecht'],den haag,,0,,2015,feb,dec,2014,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBAMS-2019-4296,['Strafrecht'],amsterdam,amsterdam,1,,2019,may,sep,2018,,0,0,"['cocaine', 'fenacetine', 'heroine']",,0
ECLI-NL-RBMAA-2010-BM8942,['Strafrecht'],maastricht,,0,,2010,jun,feb,2010,,0,1,"['hennep', 'methanol', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'methadon', 'xtc', 'cocaine', 'mdea']",,0
ECLI-NL-RBMAA-2010-BM8944,['Strafrecht'],maastricht,,0,,2010,jun,jul,2009,,0,1,"['hennep', 'methanol', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine', 'mdea']",,0
ECLI-NL-RBMAA-2010-BM8946,['Strafrecht'],maastricht,,0,,2010,jun,jun,2010,,0,1,"['hennep', 'methanol', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'mdea']",,0
ECLI-NL-RBLIM-2022-9412,['Strafrecht'],limburg,,0,,2022,nov,feb,2021,,0,1,"['heroine', 'hennep', 'mdma', 'aceton', 'amfetamines/metamfetamines', 'coffeïne', 'cocaine']",,0
ECLI-NL-RBUTR-2011-BQ0665,['Strafrecht'],utrecht,,0,,2011,mar,nov,2010,,0,0,"['mdma', 'amfetamines/metamfetamines', 'ketamine', 'xtc']",,0
ECLI-NL-GHAMS-2019-585,['Strafrecht'],noord-holland,amsterdam,1,amsterdam,2019,feb,dec,2014,,0,0,"['heroine', '2c-b', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBUTR-2011-BV5349,['Strafrecht'],utrecht,,0,,2011,nov,jul,2010,,0,1,"['heroine', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBUTR-2011-BV5471,['Strafrecht'],utrecht,,0,,2011,nov,jul,2010,,0,1,"['heroine', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-GHAMS-2018-4059,['Strafrecht'],amsterdam,amsterdam,1,,2018,nov,dec,2015,,0,1,"['ghb', 'gbl', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine', 'mefedron']",,0
ECLI-NL-RBNNE-2019-167,['Strafrecht'],noord-nederland,,0,,2019,jan,jan,2013,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-GHAMS-2017-4817,['Strafrecht'],amsterdam,amsterdam,1,amsterdam,2017,nov,oct,2016,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBAMS-2015-3864,['Strafrecht'],amsterdam,,0,,2015,may,dec,2012,,0,0,"['cocaine', 'mdma', 'xtc']",,0
ECLI-NL-RBLIM-2022-9411,['Strafrecht'],limburg,,0,,2022,nov,feb,2021,,0,1,"['heroine', 'hennep', 'mdma', 'aceton', 'amfetamines/metamfetamines', 'coffeïne', 'cocaine']",,0
ECLI-NL-GHAMS-2022-3125,['Strafrecht'],noord-holland,amsterdam,1,hoofddorp,2022,nov,apr,2018,,0,1,"['mdma', 'fentanyl', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBROT-2019-5629,['Strafrecht'],rotterdam,,0,,2019,jul,nov,2018,,0,0,"['heroine', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBZUT-2008-BG8223,['Strafrecht'],zutphen,,0,,2008,dec,sep,2007,,0,0,"['diacetylmorfine', 'amfetamines/metamfetamines', 'heroine']",,0
ECLI-NL-RBSHE-2010-BO6588,['Strafrecht'],'s-hertogenbosch,,0,,2010,dec,nov,2010,,0,0,"['hennep', 'methanol', 'benzylmethylketon', 'bmk', 'mierenzuur', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBOVE-2014-6488,['Strafrecht'],overijssel,,0,,2014,dec,oct,2012,,0,0,"['ghb', 'hennep', 'mdma', 'tenamfetamine', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine', 'mdea']",,0
ECLI-NL-RBROT-2022-9457,['Strafrecht'],rotterdam,,0,,2022,nov,oct,2022,,0,0,['cocaine'],,0
ECLI-NL-GHDHA-2013-3408,['Strafrecht'],rotterdam,den haag,1,,2013,apr,aug,2009,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBNHO-2020-2753,['Strafrecht'],noord-holland,,0,,2020,apr,jul,2018,,0,0,"['heroine', 'mdma', 'crack', 'xtc', 'cocaine']",,0
ECLI-NL-RBUTR-2008-BC8607,['Strafrecht'],utrecht,,0,,2008,apr,jan,2004,,0,1,"['cocaine', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBAMS-2017-4741,['Strafrecht'],amsterdam,,0,amsterdam,2017,jul,mar,2017,21.0,0,0,"['cocaine', '2c-b', 'mdma', 'amfetamines/metamfetamines']",,0
ECLI-NL-GHAMS-2019-587,['Strafrecht'],noord-holland,amsterdam,1,,2019,feb,sep,2012,22.0,0,0,"['cocaine', '2c-b', 'mdma', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBOBR-2013-BZ9550,['Strafrecht'],oost-brabant,,0,,2013,may,nov,2012,,0,0,['heroine'],,0
ECLI-NL-RBOBR-2018-1915,['Strafrecht'],oost-brabant,,0,,2018,apr,may,2016,,0,0,"['mierenzuur', 'bmk', 'amfetamines/metamfetamines', 'formamide']",,0
ECLI-NL-GHAMS-2000-AE9770,['Strafrecht'],.,amsterdam,1,,2000,jan,nov,1998,,0,1,"['pmk', 'mdma', 'aceton', 'bmk', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBNHO-2020-2746,['Strafrecht'],noord-holland,,0,,2020,apr,feb,2018,,0,1,"['heroine', 'mdma', 'crack', 'xtc', 'cocaine']",,0
ECLI-NL-RBNHO-2020-2747,['Strafrecht'],noord-holland,,0,,2020,apr,may,2018,,0,1,"['heroine', 'mdma', 'crack', 'xtc', 'cocaine']",,0
ECLI-NL-RBNHO-2020-2748,['Strafrecht'],noord-holland,,0,,2020,apr,may,2018,,0,1,"['heroine', 'mdma', 'crack', 'xtc', 'cocaine']",,0
ECLI-NL-GHSHE-2018-2676,['Strafrecht'],oost-brabant,'s-hertogenbosch,1,,2018,jun,oct,2012,,0,0,"['pmk', 'mdma', 'aceton', 'bmk', 'amfetamines/metamfetamines', 'mefedron']",,0
ECLI-NL-RBNNE-2017-641,['Strafrecht'],noord-nederland,,0,emmen,2017,feb,jul,2016,,0,0,"['cocaine', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBOBR-2015-1453,['Strafrecht'],oost-brabant,,0,,2015,mar,jul,2014,,0,0,"['mdma', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBAMS-2017-6173,['Strafrecht'],amsterdam,,0,,2017,aug,oct,2013,,0,0,"['cocaine', 'mdma']",,0
ECLI-NL-RBROT-2019-5628,['Strafrecht'],rotterdam,,0,,2019,jul,nov,2018,,0,0,"['heroine', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBDHA-2022-3510,['Strafrecht'],den haag,,0,,2022,apr,jan,2022,,0,0,"['cocaine', 'mdma']",,0
ECLI-NL-GHSGR-2004-AO7896,['Strafrecht'],'s-gravenhage,te,1,,2004,apr,mar,2004,,0,0,"['hennep', 'methanol', 'mierenzuur', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBOBR-2018-1667,['Strafrecht'],oost-brabant,,0,,2018,apr,mar,2018,,0,0,"['pmk', 'hennep', 'methanol', 'mdma', 'aceton', 'bmk', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBOVE-2022-1125,['Strafrecht'],overijssel,-arnhem-leeuwarden,1,,2022,apr,feb,2021,,0,1,"['cocaine', 'amfetamines/metamfetamines', 'heroine']",,0
ECLI-NL-RBSGR-2012-BX6161,['Strafrecht'],'s-gravenhage,,0,,2012,aug,mar,2011,,0,0,"['diacetylmorfine', 'heroine', 'amfetamines/metamfetamines', 'methadon', 'cocaine']",,0
ECLI-NL-RBZWB-2021-1203,['Strafrecht'],zeeland-west-brabant,,0,,2021,mar,sep,2020,,0,0,"['hennep', '2c-b', 'mdma', '4-fa', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', '4-fluoramfetamine']",,0
ECLI-NL-RBZUT-2003-AH9598,['Strafrecht'],zutphen,,0,,2003,jun,jan,2003,,0,0,"['mdma', 'amfetamines/metamfetamines', 'aceton', 'mdea']",,0
ECLI-NL-RBAMS-2022-817,['Strafrecht'],amsterdam,,0,amsterdam,2022,feb,oct,2021,23.0,0,0,"['cocaine', 'mdma', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBNNE-2019-4566,['Strafrecht'],noord-nederland,,0,,2019,may,jul,2016,,0,0,"['heroine', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-GHAMS-2022-3126,['Strafrecht'],noord-holland,amsterdam,1,,2022,nov,jan,2018,,0,1,"['cocaine', 'mdma', 'fentanyl', 'amfetamines/metamfetamines']",,0
ECLI-NL-GHAMS-2019-3858,['Strafrecht'],amsterdam,amsterdam,1,amsterdam,2019,oct,may,2018,,0,0,['mdma'],,0
ECLI-NL-GHAMS-2019-1602,['Strafrecht'],amsterdam,amsterdam,1,hoogvliet,2019,may,sep,2015,,0,0,"['mdma', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-GHAMS-2019-1601,['Strafrecht'],amsterdam,amsterdam,1,hoogvliet,2019,may,sep,2015,,0,0,"['mdma', 'amfetamines/metamfetamines', 'hennep', 'xtc']",,0
ECLI-NL-RBNNE-2021-5018,['Strafrecht'],noord-nederland,,0,,2021,oct,oct,2020,,0,0,"['formic acid', 'mdma', 'benzylmethylketon', 'bmk', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBAMS-2019-4297,['Strafrecht'],amsterdam,amsterdam,1,,2019,may,sep,2018,,0,0,"['cocaine', 'fenacetine', 'heroine']",,0
ECLI-NL-GHAMS-2018-5202,['Strafrecht'],amsterdam,amsterdam,1,,2018,aug,oct,2016,,0,0,"['ghb', 'heroine', 'hennep', '2c-b', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine', 'ketamine']",,0
ECLI-NL-RBOVE-2021-2603,['Strafrecht'],overijssel,,0,,2021,jun,mar,2021,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBOVE-2021-2607,['Strafrecht'],overijssel,,0,,2021,jun,mar,2021,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBOVE-2021-2606,['Strafrecht'],overijssel,,0,,2021,jun,mar,2021,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBAMS-2020-6043,['Strafrecht'],amsterdam,,0,amsterdam,2020,dec,jun,2020,,0,0,['cocaine'],,0
ECLI-NL-RBROT-2012-BY6936,['Strafrecht'],rotterdam,,0,,2012,dec,nov,2011,,0,0,['cocaine'],,0
ECLI-NL-RBGRO-2009-BI0982,['Strafrecht'],groningen,,0,,2009,apr,nov,2008,,0,0,"['ghb', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBLIM-2020-8160,['Strafrecht'],limburg,,0,,2020,oct,feb,2020,,0,0,"['cocaine', 'heroine', 'hennep']",,0
ECLI-NL-RBMAA-2011-BP1646,['Strafrecht'],maastricht,,0,,2011,jan,sep,2010,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBZWB-2020-2646,['Strafrecht'],zeeland-west-brabant,,0,,2020,jun,oct,2019,,0,0,"['methanol', 'benzylmethylketon', 'bmk', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBROT-2019-5630,['Strafrecht'],rotterdam,,0,,2019,jul,nov,2018,,0,0,"['heroine', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBMNE-2014-7287,['Strafrecht; Materieel strafrecht'],midden-nederland,,0,,2014,apr,jan,2012,,0,0,"['ghb', 'krokodil', '2c-b', 'mdma', 'amfetamines/metamfetamines', 'methadon', 'xtc', 'mefedron']",,0
ECLI-NL-RBMAA-2008-BD6613,['Strafrecht'],maastricht,,0,,2008,jul,may,2007,,0,1,"['cocaine', 'mdma', 'amfetamines/metamfetamines', 'methanol']",,0
ECLI-NL-RBMAA-2008-BD2311,['Strafrecht'],maastricht,,0,hoensbroek,2008,apr,oct,2007,,0,0,"['cocaine', 'diacetylmorfine', 'heroine']",,0
ECLI-NL-RBROT-2019-5627,['Strafrecht'],rotterdam,,0,,2019,jul,feb,2017,,0,0,"['heroine', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-PHR-2016-539,['Strafrecht'],,amsterdam,1,,2016,apr,sep,2002,,0,0,['amfetamines/metamfetamines'],,0
ECLI-NL-RBUTR-2008-BC8605,['Strafrecht'],utrecht,,0,,2008,apr,jan,2004,,0,1,"['manitol', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBAMS-2017-9452,['Strafrecht'],amsterdam,,0,amsterdam,2017,dec,sep,2017,,0,0,"['cocaine', 'hasjiesj', 'hennep']",,0
ECLI-NL-GHARL-2020-6067,['Strafrecht'],midden-nederland,arnhem-leeuwarden,1,,2020,jul,oct,2015,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-RBARN-2009-BI0603,['Strafrecht'],arnhem,,0,,2009,apr,mar,2003,,0,0,"['cocaine', 'mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBNNE-2021-5026,['Strafrecht'],noord-nederland,,0,,2021,oct,oct,2020,,0,0,"['formic acid', 'mdma', 'benzylmethylketon', 'bmk', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBAMS-2019-7573,['Strafrecht'],amsterdam,,0,,2019,oct,dec,2016,,0,0,"['cocaine', '2c-b', 'mdma', 'xtc']",,0
ECLI-NL-RBROT-2021-13101,['Strafrecht'],rotterdam,,0,,2021,dec,may,2021,,0,0,"['cocaine', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBNHO-2020-2745,['Strafrecht'],noord-holland,,0,,2020,apr,apr,2017,,0,1,"['heroine', 'mdma', 'crack', 'xtc', 'cocaine']",,0
ECLI-NL-GHARL-2014-3990,['Strafrecht'],overijssel,,0,,2014,may,jun,2012,,0,0,"['hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBZLY-2012-BW3231,['Strafrecht'],zwolle,,0,,2012,apr,jan,2011,,0,0,['cocaine'],,0
ECLI-NL-OGHACMB-2018-269,['Strafrecht'],,,0,,2018,feb,jan,2017,,0,0,"['cocaine', 'hennep']",['Strafrecht'],1
ECLI-NL-RBAMS-2017-9087,['Strafrecht'],amsterdam,,0,,2017,dec,nov,2013,,0,1,['cocaine'],,0
ECLI-NL-RBAMS-2017-9085,['Strafrecht'],amsterdam,,0,,2017,dec,nov,2013,,0,1,['cocaine'],,0
ECLI-NL-RBAMS-2017-9086,['Strafrecht'],amsterdam,,0,,2017,dec,nov,2013,,0,1,['cocaine'],,0
ECLI-NL-RBAMS-2017-9092,['Strafrecht'],amsterdam,,0,,2017,dec,nov,2013,,0,1,['cocaine'],,0
ECLI-NL-RBAMS-2017-9088,['Strafrecht'],amsterdam,,0,,2017,dec,nov,2013,,0,1,['cocaine'],,0
ECLI-NL-RBAMS-2017-9090,['Strafrecht'],amsterdam,,0,,2017,dec,nov,2013,,0,1,['cocaine'],,0
ECLI-NL-RBAMS-2017-9089,['Strafrecht'],amsterdam,,0,,2017,dec,nov,2013,,0,1,['cocaine'],,0
ECLI-NL-RBASS-2009-BJ9607,['Strafrecht'],assen,,0,,2009,sep,jan,2009,,0,1,"['cocaine', 'heroine']",,0
ECLI-NL-RBAMS-2017-9091,['Strafrecht'],amsterdam,,0,,2017,dec,nov,2013,,0,1,['cocaine'],,0
ECLI-NL-OGEAC-2018-353,['Strafrecht'],,,0,,2018,jun,jul,2017,,0,0,"['cocaine', 'hasjiesj', 'hennep']",,0
ECLI-NL-RBROT-2019-5134,['Strafrecht'],rotterdam,,0,,2019,jun,feb,2018,,0,0,"['cocaine', 'heroine']",,0
ECLI-NL-OGEAC-2015-10,['Strafrecht'],,,0,,2015,jun,feb,2015,,0,0,['cocaine'],,0
ECLI-NL-GHAMS-2020-4100,['Strafrecht'],amsterdam,amsterdam,1,amsterdam,2020,dec,aug,2019,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBALM-2012-BW4441,['Strafrecht'],almelo,,0,,2012,may,nov,2011,,0,0,"['cocaine', 'diacetylmorfine', 'heroine']",,0
ECLI-NL-RBROT-2017-10355,['Strafrecht'],rotterdam,,0,,2017,jul,nov,2016,,0,0,"['pmk', 'methanol', 'isosafrol', 'mdma', 'aceton', 'bmk', 'mierenzuur', 'formamide', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBUTR-2012-BX4202,['Strafrecht'],utrecht,,0,,2012,aug,jan,2012,,0,0,"['cocaine', 'hasjiesj', 'heroine']",,0
ECLI-NL-OGEABES-2018-48,['Strafrecht'],,,0,,2018,jul,apr,2018,,0,0,['cocaine'],,0
ECLI-NL-RBROT-2017-10333,['Strafrecht'],rotterdam,,0,hoogvliet,2017,dec,aug,2017,,0,0,"['hasjiesj', 'mdma', 'hennep']",,0
ECLI-NL-RBMAA-2008-BD6609,['Strafrecht'],maastricht,,0,,2008,jul,apr,2005,,0,1,"['heroine', 'hennep', 'methanol', 'mdma', 'tenamfetamine', 'hasjiesj', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBALM-2007-BB1611,['Strafrecht'],almelo,,0,,2007,mar,nov,2006,,0,0,['cocaine'],,0
ECLI-NL-RBOVE-2021-4508,['Strafrecht'],overijssel,,0,,2021,dec,nov,2021,,0,0,['cocaine'],,0
ECLI-NL-OGEAC-2018-354,['Strafrecht'],,,0,,2018,dec,jun,2018,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-OGHACMB-2019-157,['Strafrecht'],,,0,,2019,jan,aug,2017,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBMNE-2013-BZ4568,['Strafrecht'],midden-nederland,,0,utrecht,2013,mar,sep,2012,,0,0,"['benzylmethylketon', 'amfetamines/metamfetamines', 'aceton', 'bmk']",,0
ECLI-NL-GHSGR-2003-AN8754,['Strafrecht'],dordrecht,te,1,,2003,oct,jun,2003,,0,0,['cocaine'],,0
ECLI-NL-RBMID-2005-AU5995,['Strafrecht'],middelburg,,0,zierikzee,2005,nov,mar,2005,,0,0,"['mdma', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBLEE-2010-BL3692,['Strafrecht'],leeuwarden,,0,,2010,feb,jun,2009,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBMNE-2022-1409,['Strafrecht'],midden-nederland,,0,woerden,2022,mar,dec,2020,,0,0,"['ghb', 'diazepam', 'hennep', '2c-b', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines']",,0
ECLI-NL-RBAMS-2021-7806,['Strafrecht'],amsterdam,,0,amsterdam,2021,oct,jun,2021,,0,1,"['amfetamines/metamfetamines', 'ketamine', 'heroine', 'coffeïne']",,0
ECLI-NL-RBOVE-2022-565,['Strafrecht'],overijssel,,0,,2022,feb,may,2020,17.0,1,0,"['mdma', 'hennep']",['Strafrecht'],1
ECLI-NL-RBOVE-2021-1700,['Strafrecht'],overijssel,,0,,2021,apr,may,2018,22.0,0,0,"['hennep', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBOBR-2018-1916,['Strafrecht'],oost-brabant,,0,,2018,apr,mar,2018,,0,0,"['methanol', 'mdma', 'aceton', 'mierenzuur', 'amfetamines/metamfetamines', 'mefedron']",,0
ECLI-NL-RBMAA-2008-BD6611,['Strafrecht'],maastricht,,0,,2008,jul,apr,2005,,0,1,"['hennep', 'methanol', 'mdma', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBMNE-2013-BZ4552,['Strafrecht'],midden-nederland,,0,utrecht,2013,mar,sep,2012,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-GHAMS-2019-2802,['Strafrecht'],noord-holland,amsterdam,1,,2019,jun,apr,2017,,0,0,"['hennep', '2c-b', 'mdma', 'amfetamines/metamfetamines', 'cocaine']",,0
ECLI-NL-RBMID-2005-AU5992,['Strafrecht'],middelburg,,0,,2005,nov,jun,2004,,0,0,"['cocaine', 'hasjiesj', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBMNE-2020-5624,['Strafrecht'],midden-nederland,,0,,2020,dec,apr,2014,,0,1,"['hennep', '2c-b', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', 'cocaine', 'ketamine']",,0
ECLI-NL-GHAMS-2016-3484,['Strafrecht'],amsterdam,amsterdam,1,amsterdam,2016,aug,may,2015,,0,0,['cocaine'],,0
ECLI-NL-RBOVE-2014-5830,['Strafrecht'],overijssel,,0,,2014,nov,oct,2012,,0,0,"['mdma', 'tenamfetamine', 'amfetamines/metamfetamines', 'cocaine', 'mdea']",,0
ECLI-NL-GHAMS-2011-BQ8115,['Strafrecht'],amsterdam,amsterdam,1,,2011,jan,oct,2008,,0,0,['cocaine'],,0
ECLI-NL-GHAMS-2014-2245,['Strafrecht'],noord-holland,amsterdam,1,,2014,may,may,2013,,0,0,['cocaine'],,0
ECLI-NL-RBOVE-2020-2545,['Strafrecht'],overijssel,,0,,2020,jul,jul,2020,,0,0,['amfetamines/metamfetamines'],,0
ECLI-NL-RBNNE-2018-4794,['Strafrecht'],noord-nederland,,0,,2018,nov,jun,2017,21.0,0,0,"['cocaine', 'heroine', 'hennep']",,0
ECLI-NL-RBUTR-2008-BC8588,['Strafrecht'],utrecht,,0,,2008,apr,jan,2004,,0,1,"['manitol', 'mdma', 'amfetamines/metamfetamines', 'xtc', 'cocaine']",,0
ECLI-NL-RBMNE-2015-5694,['Strafrecht'],midden-nederland,,0,utrecht,2015,jun,jan,2015,,0,0,"['cocaine', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-RBDHA-2017-6510,['Strafrecht'],den haag,,0,,2017,jun,mar,2016,22.0,0,0,"['ghb', 'hennep', '2c-b', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', '2cb', 'cocaine', 'ketamine']",,0
ECLI-NL-RBDHA-2017-6511,['Strafrecht'],den haag,,0,,2017,jun,mar,2016,,0,0,"['ghb', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc', '2cb', 'cocaine', 'ketamine']",,0
ECLI-NL-RBMNE-2022-1408,['Strafrecht'],midden-nederland,,0,woerden,2022,mar,dec,2020,,0,0,"['ghb', 'diazepam', 'hennep', '2c-b', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines']",,0
ECLI-NL-OGEAC-2019-141,['Strafrecht'],,,0,,2019,jun,sep,2016,,0,0,"['cocaine', 'hasjiesj', 'hennep']",,0
ECLI-NL-GHAMS-2014-1537,['Strafrecht'],amsterdam,amsterdam,1,amsterdam,2014,apr,oct,2013,,0,0,['hennep'],,0
ECLI-NL-RBAMS-2014-2171,['Strafrecht'],amsterdam,,0,amsterdam,2014,mar,sep,2013,,0,0,['heroine'],,0
ECLI-NL-GHSHE-2004-AP1036,['Strafrecht'],maastricht,te,1,,2004,may,mar,2004,,0,0,"['cocaine', 'xtc']",,0
ECLI-NL-RBLEE-2010-BL3686,['Strafrecht'],leeuwarden,,0,,2010,feb,jun,2009,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-RBNNE-2023-118,['Strafrecht'],noord-nederland,,0,roden,2023,jan,feb,2022,20.0,0,0,"['temazepam', 'hennep', 'mdma', 'hasjiesj', 'amfetamines/metamfetamines', 'xtc']",['Strafrecht'],1
ECLI-NL-RBNHO-2020-2749,['Strafrecht'],noord-holland,,0,,2020,apr,jun,2017,,0,1,"['heroine', 'mdma', 'crack', 'xtc', 'cocaine']",,0
ECLI-NL-RBLIM-2019-4834,['Strafrecht'],limburg,,0,,2019,may,jan,2014,,0,1,"['methanol', 'mdma', 'benzylmethylketon', 'tenamfetamine', 'aceton', 'bmk', 'mdma/xtc', 'mierenzuur', 'amfetamines/metamfetamines', 'xtc']",,0
ECLI-NL-RBAMS-2014-2172,['Strafrecht'],amsterdam,,0,amsterdam,2014,mar,sep,2013,,0,0,['heroine'],,0
ECLI-NL-RBDHA-2017-7971,['Strafrecht'],den haag,,0,,2017,jul,mar,2017,,0,0,"['mdma', 'amfetamines/metamfetamines', 'crack', 'xtc']",,0
ECLI-NL-RBOVE-2022-2156,['Strafrecht'],overijssel,,0,,2022,jul,oct,2021,,0,0,"['hasjiesj', 'hennep']",,0
ECLI-NL-GHAMS-2014-1575,['Strafrecht'],amsterdam,amsterdam,1,amsterdam,2014,may,jun,2013,,0,0,"['ghb', 'mdma', 'amfetamines/metamfetamines']",,0
ECLI-NL-GHSHE-2020-2751,['Strafrecht'],limburg,'s-hertogenbosch,1,,2020,aug,oct,2018,,0,0,"['ghb', 'mdma', 'amfetamines/metamfetamines', 'hennep']",,0
ECLI-NL-OGHNAA-2010-BM7471,['Strafrecht'],,,0,,2010,may,nov,2008,22.0,0,0,['cocaine'],,0
