id,jurisdiction_type,rechtbank,gerechtshof,appeal,crime_location,verdict_date_year,verdict_date_month,crime_date_month,crime_date_year,age,minor,criminal_organization,drug_type
ECLI-NL-RBMNE-2021-3435,['Strafrecht; Materieel strafrecht'],midden-nederland,,0,utrecht,2021,jul,oct,2020,19.0,0,0,hasjiesj
ECLI-NL-RBLIM-2014-2757,['Strafrecht'],limburg,,0,venlo,2014,mar,aug,2012,,0,0,hennep
ECLI-NL-RBLIM-2021-1561,['Strafrecht'],limburg,,0,maastricht,2021,feb,apr,2020,,0,0,hennep
ECLI-NL-RBMNE-2019-3410,['Strafrecht; Materieel strafrecht'],midden-nederland,ten,1,utrecht,2019,mar,nov,2013,,0,1,hennep
ECLI-NL-RBMNE-2019-3410,['Strafrecht; Materieel strafrecht'],midden-nederland,ten,1,utrecht,2019,mar,nov,2013,,0,1,cocaine
ECLI-NL-RBDHA-2021-12978,['Strafrecht'],den haag,,0,zoetermeer,2021,nov,jul,2020,21.0,0,0,mdma
ECLI-NL-RBDHA-2021-12978,['Strafrecht'],den haag,,0,zoetermeer,2021,nov,jul,2020,21.0,0,0,xtc
ECLI-NL-RBDHA-2021-12978,['Strafrecht'],den haag,,0,zoetermeer,2021,nov,jul,2020,21.0,0,0,hennep
ECLI-NL-RBDHA-2021-12978,['Strafrecht'],den haag,,0,zoetermeer,2021,nov,jul,2020,21.0,0,0,hasjiesj
ECLI-NL-RBDHA-2021-12978,['Strafrecht'],den haag,,0,zoetermeer,2021,nov,jul,2020,21.0,0,0,heroine
ECLI-NL-RBDHA-2021-12978,['Strafrecht'],den haag,,0,zoetermeer,2021,nov,jul,2020,21.0,0,0,cocaine
ECLI-NL-RBZWB-2019-786,['Strafrecht'],zeeland-west-brabant,,0,rotterdam,2019,feb,aug,2017,19.0,0,0,xtc
ECLI-NL-RBMNE-2020-4495,['Strafrecht'],midden-nederland,,0,almere,2020,oct,nov,2016,,0,1,amfetamines/metamfetamines
ECLI-NL-RBLIM-2017-3317,['Strafrecht'],limburg,,0,utrecht,2017,apr,aug,2012,,0,0,hennep
ECLI-NL-RBLIM-2017-3317,['Strafrecht'],limburg,,0,utrecht,2017,apr,aug,2012,,0,0,xtc
ECLI-NL-RBOVE-2021-4198,['Strafrecht'],overijssel,,0,zwolle,2021,nov,jan,2020,20.0,0,0,ghb
ECLI-NL-RBMNE-2020-4872,['Strafrecht'],midden-nederland,,0,houten,2020,nov,nov,2019,,0,0,mdma
ECLI-NL-RBMNE-2020-4872,['Strafrecht'],midden-nederland,,0,houten,2020,nov,nov,2019,,0,0,xtc
ECLI-NL-RBMNE-2020-4872,['Strafrecht'],midden-nederland,,0,houten,2020,nov,nov,2019,,0,0,heroine
ECLI-NL-RBMNE-2020-4872,['Strafrecht'],midden-nederland,,0,houten,2020,nov,nov,2019,,0,0,cocaine
ECLI-NL-RBMNE-2020-4872,['Strafrecht'],midden-nederland,,0,houten,2020,nov,nov,2019,,0,0,amfetamines/metamfetamines
ECLI-NL-RBMAA-2011-BR0736,['Strafrecht'],maastricht,,0,sittard,2011,jul,jul,2010,,0,0,gbl
